Frame,ImageProcessing_ms,AIInference_ms,GPSConversion_ms,Total_ms
1,10.04791259765625,307.0945739746094,4.7607421875,321.9032287597656
2,6.4640045166015625,469.71678733825684,3.903627395629883,480.0844192504883
3,18.468618392944336,321.7899799346924,3.921031951904297,344.179630279541
4,6.110429763793945,300.769567489624,4.014492034912109,310.8944892883301
5,7.557868957519531,388.57531547546387,4.187345504760742,400.32052993774414
6,7.659196853637695,327.97789573669434,3.9119720458984375,339.54906463623047
7,7.610082626342773,330.2927017211914,3.9021968841552734,341.80498123168945
8,8.621931076049805,326.67016983032227,3.9048194885253906,339.19692039489746
9,7.668972015380859,348.56367111206055,3.9665699005126953,360.1992130279541
10,7.453680038452148,375.368595123291,3.9713382720947266,386.7936134338379
11,9.890079498291016,369.488000869751,3.9730072021484375,383.35108757019043
12,10.89787483215332,369.7381019592285,3.9877891540527344,384.62376594543457
13,10.5743408203125,363.36421966552734,3.980398178100586,377.91895866394043
14,10.898590087890625,360.1958751678467,3.9072036743164062,375.0016689300537
15,6.984710693359375,333.4083557128906,3.992795944213867,344.38586235046387
16,11.213302612304688,362.0758056640625,3.9713382720947266,377.2604465484619
17,10.875940322875977,361.42706871032715,3.9522647857666016,376.2552738189697
18,10.993003845214844,366.03498458862305,3.97491455078125,381.00290298461914
19,11.178970336914062,360.1231575012207,3.9739608764648438,375.2760887145996
20,10.876893997192383,338.7598991394043,4.809856414794922,354.4466495513916
21,8.359909057617188,339.4052982330322,3.9463043212890625,351.7115116119385
22,9.850740432739258,357.5325012207031,3.9124488830566406,371.295690536499
23,8.983850479125977,360.5766296386719,3.919363021850586,373.47984313964844
24,9.056806564331055,354.8693656921387,3.9243698120117188,367.85054206848145
25,10.127067565917969,361.99426651000977,3.8900375366210938,376.0113716125488
26,11.145830154418945,355.09777069091797,3.9343833923339844,370.1779842376709
27,9.849071502685547,354.87842559814453,3.9131641387939453,368.640661239624
28,8.37254524230957,350.57854652404785,3.928661346435547,362.87975311279297
29,8.514642715454102,352.3869514465332,3.931760787963867,364.8333549499512
30,11.13128662109375,356.25457763671875,5.681514739990234,373.06737899780273
31,10.942220687866211,333.48822593688965,4.581928253173828,349.0123748779297
32,9.888887405395508,370.08094787597656,4.565954208374023,384.5357894897461
33,11.368036270141602,367.6917552947998,4.526376724243164,383.58616828918457
34,11.215925216674805,339.8277759552002,3.9243698120117188,354.9680709838867
35,6.8511962890625,301.6970157623291,3.8793087005615234,312.4275207519531
36,8.226633071899414,292.4478054046631,3.92913818359375,304.60357666015625
37,7.091760635375977,320.4476833343506,3.9196014404296875,331.45904541015625
38,6.945133209228516,287.4436378479004,3.9081573486328125,298.2969284057617
39,6.975889205932617,292.557954788208,4.012346267700195,303.5461902618408
40,6.927490234375,292.036771774292,10.644674301147461,309.60893630981445
41,11.043548583984375,295.7010269165039,3.908872604370117,310.6534481048584
42,6.966352462768555,294.9957847595215,3.994464874267578,305.9566020965576
43,6.9446563720703125,294.40832138061523,3.976583480834961,305.3295612335205
44,6.965160369873047,294.7278022766113,3.916025161743164,305.60898780822754
45,6.87098503112793,292.62256622314453,4.044294357299805,303.53784561157227
46,7.064104080200195,298.433780670166,4.00853157043457,309.5064163208008
47,7.0400238037109375,302.18005180358887,3.8776397705078125,313.0977153778076
48,6.929636001586914,297.776460647583,3.984212875366211,308.69030952453613
49,8.045196533203125,296.144962310791,3.9331912994384766,308.1233501434326
50,7.1086883544921875,302.63471603393555,3.964662551879883,313.7080669403076
51,7.754325866699219,291.7342185974121,4.024982452392578,303.5135269165039
52,8.193731307983398,294.1441535949707,3.9429664611816406,306.28085136413574
53,6.923913955688477,295.73726654052734,3.862142562866211,306.52332305908203
54,6.925344467163086,289.49499130249023,3.8895606994628906,300.3098964691162
55,8.052587509155273,298.4285354614258,3.90625,310.38737297058105
56,6.957292556762695,299.1955280303955,4.69970703125,310.8525276184082
57,7.482290267944336,300.586462020874,4.585504531860352,312.6542568206787
58,8.184671401977539,296.92554473876953,4.737377166748047,309.8475933074951
59,11.200428009033203,364.8107051849365,4.5413970947265625,380.5525302886963
60,12.084245681762695,368.50905418395996,4.51970100402832,385.113000869751
61,9.90748405456543,362.1847629547119,4.562616348266602,376.65486335754395
62,9.837150573730469,357.2220802307129,4.581928253173828,371.6411590576172
63,11.165380477905273,330.2497863769531,4.516363143920898,345.9315299987793
64,9.853839874267578,348.36363792419434,4.4879913330078125,362.7054691314697
65,9.80687141418457,361.1922264099121,4.538297653198242,375.5373954772949
66,9.917497634887695,365.04483222961426,4.47392463684082,379.4362545013428
67,11.102676391601562,360.75520515441895,4.628419876098633,376.48630142211914
68,11.175155639648438,292.2215461730957,4.432201385498047,307.8289031982422
69,17.381906509399414,337.54706382751465,4.511833190917969,359.44080352783203
70,17.519235610961914,335.4947566986084,4.531145095825195,357.5451374053955
71,11.294364929199219,353.9869785308838,4.5261383056640625,369.80748176574707
72,16.448259353637695,366.5897846221924,4.502773284912109,387.5408172607422
73,11.163711547851562,372.8766441345215,4.515409469604492,388.55576515197754
74,11.279821395874023,367.0079708099365,4.517078399658203,382.80487060546875
75,11.115550994873047,367.8607940673828,4.493474960327148,383.469820022583
76,11.133909225463867,363.13533782958984,4.551887512207031,378.82113456726074
77,11.357545852661133,365.0848865509033,4.525661468505859,380.9680938720703
78,9.861469268798828,369.3270683288574,4.538059234619141,383.7265968322754
79,11.03830337524414,363.2826805114746,4.614114761352539,378.9350986480713
80,11.208772659301758,379.50849533081055,4.478216171264648,395.19548416137695
81,11.316061019897461,357.70654678344727,4.473447799682617,373.49605560302734
82,9.890079498291016,357.65790939331055,4.504919052124023,372.0529079437256
83,9.896516799926758,358.6428165435791,4.489660263061523,373.0289936065674
84,11.626482009887695,346.94671630859375,4.437685012817383,363.0108833312988
85,13.069391250610352,369.77362632751465,4.446983337402344,387.29000091552734
86,9.853363037109375,365.2949333190918,4.447221755981445,379.5955181121826
87,10.068178176879883,366.9109344482422,4.519462585449219,381.4985752105713
88,9.876728057861328,363.1725311279297,4.535913467407227,377.58517265319824
89,11.223316192626953,370.3608512878418,4.523038864135742,386.1072063446045
90,11.28840446472168,368.5481548309326,4.576921463012695,384.413480758667
91,9.92584228515625,367.1679496765137,4.511356353759766,381.6051483154297
92,11.25955581665039,371.8535900115967,4.525423049926758,387.6385688781738
93,7.723331451416016,369.49706077575684,4.515409469604492,381.73580169677734
94,11.254072189331055,384.1392993927002,4.510641098022461,399.9040126800537
95,10.915279388427734,370.1903820037842,4.517555236816406,385.6232166290283
96,11.256694793701172,367.2347068786621,4.525423049926758,383.01682472229004
97,11.506319046020508,383.12673568725586,4.934072494506836,399.5671272277832
98,9.897232055664062,342.9391384124756,4.512310028076172,357.3486804962158
99,10.353803634643555,348.35052490234375,4.614114761352539,363.31844329833984
100,11.844873428344727,378.2360553741455,4.518747329711914,394.59967613220215
101,9.907245635986328,362.4987602233887,4.547119140625,376.953125
102,9.887218475341797,364.1040325164795,4.528284072875977,378.51953506469727
103,11.261940002441406,362.8978729248047,4.503488540649414,378.6633014678955
104,11.20138168334961,345.5851078033447,4.531145095825195,361.31763458251953
105,11.96432113647461,458.50372314453125,4.703044891357422,475.1710891723633
106,9.896278381347656,382.1372985839844,4.5452117919921875,396.5787887573242
107,10.069847106933594,360.9790802001953,4.541873931884766,375.5908012390137
108,9.903669357299805,360.83364486694336,4.524707794189453,375.2620220184326
109,9.853124618530273,371.8843460083008,4.54258918762207,386.2800598144531
110,9.838104248046875,395.94292640686035,4.613161087036133,410.39419174194336
111,9.834051132202148,370.0563907623291,4.544973373413086,384.43541526794434
112,9.836673736572266,377.011775970459,4.541158676147461,391.3896083831787
113,9.841203689575195,392.15874671936035,4.5413970947265625,406.5413475036621
114,9.840250015258789,377.95519828796387,4.566431045532227,392.3618793487549
115,10.018587112426758,402.16684341430664,4.649877548217773,416.8353080749512
116,10.093927383422852,477.65493392944336,4.540443420410156,492.28930473327637
117,9.932518005371094,538.4511947631836,4.471778869628906,552.8554916381836
118,12.630939483642578,387.82429695129395,4.537343978881836,404.99258041381836
119,11.227130889892578,366.48011207580566,4.568576812744141,382.2758197784424
120,11.145830154418945,404.9055576324463,4.628896713256836,420.68028450012207
121,9.956836700439453,365.39435386657715,4.539251327514648,379.89044189453125
122,9.928703308105469,360.84508895874023,4.521846771240234,375.29563903808594
123,12.674808502197266,431.88953399658203,17.465591430664062,462.02993392944336
124,11.146068572998047,437.2727870941162,4.543304443359375,452.96216011047363
125,12.37940788269043,365.85235595703125,4.564762115478516,382.7965259552002
126,9.903669357299805,357.09500312805176,4.556179046630859,371.5548515319824
127,9.81903076171875,362.23912239074707,4.525184631347656,376.5833377838135
128,11.160850524902344,355.70812225341797,5.290031433105469,372.1590042114258
129,9.79471206665039,361.53626441955566,3.9412975311279297,375.272274017334
130,9.740829467773438,354.31623458862305,3.9021968841552734,367.95926094055176
131,11.228322982788086,355.9567928314209,3.8623809814453125,371.0474967956543
132,9.794950485229492,358.9744567871094,3.9873123168945312,372.7567195892334
133,9.810209274291992,356.3497066497803,4.08172607421875,370.241641998291
134,9.749650955200195,354.388952255249,4.508256912231445,368.64686012268066
135,9.821891784667969,363.3081912994385,4.547357559204102,377.67744064331055
136,11.365652084350586,361.0355854034424,4.530191421508789,376.93142890930176
137,11.280298233032227,344.6810245513916,4.567623138427734,360.52894592285156
138,8.786678314208984,346.25768661499023,4.647254943847656,359.6916198730469
139,13.262510299682617,336.03382110595703,4.74095344543457,354.0372848510742
140,12.089252471923828,368.9556121826172,4.506587982177734,385.55145263671875
141,11.21068000793457,364.14337158203125,4.543066024780273,379.8971176147461
142,11.269092559814453,363.27219009399414,4.521369934082031,379.0626525878906
143,9.9334716796875,367.24066734313965,4.522085189819336,381.6962242126465
144,9.891510009765625,364.4976615905762,4.536628723144531,378.9258003234863
145,8.307218551635742,340.06595611572266,4.5185089111328125,352.8916835784912
146,11.696815490722656,373.37660789489746,4.531145095825195,389.6045684814453
147,11.291742324829102,339.1449451446533,4.4689178466796875,354.9056053161621
148,9.74893569946289,369.53210830688477,4.530429840087891,383.81147384643555
149,9.946346282958984,354.23946380615234,4.548549652099609,368.73435974121094
150,9.909629821777344,348.48737716674805,4.554033279418945,362.95104026794434
151,11.43956184387207,371.44017219543457,4.530429840087891,387.41016387939453
152,9.874105453491211,359.94458198547363,4.496574401855469,374.3152618408203
153,9.900331497192383,360.46290397644043,4.476785659790039,374.84002113342285
154,13.752937316894531,324.62143898010254,4.528284072875977,342.90266036987305
155,9.820222854614258,489.6860122680664,4.631280899047852,504.1375160217285
156,15.436887741088867,347.34630584716797,4.520893096923828,367.30408668518066
157,10.859966278076172,360.84628105163574,4.48155403137207,376.187801361084
158,11.24119758605957,369.22621726989746,4.550695419311523,385.01811027526855
159,11.183977127075195,362.9167079925537,4.539966583251953,378.64065170288086
160,11.325597763061523,368.4821128845215,4.57763671875,384.385347366333
161,11.749982833862305,341.6554927825928,4.491090774536133,357.8965663909912
162,9.277582168579102,334.8886966705322,3.903627395629883,348.0699062347412
163,9.829998016357422,353.73544692993164,3.8979053497314453,367.4633502960205
164,11.035680770874023,398.850679397583,3.933429718017578,413.8197898864746
165,11.191129684448242,352.36239433288574,4.593610763549805,368.1471347808838
166,11.193513870239258,304.75521087646484,4.5452117919921875,320.4939365386963
167,7.577180862426758,292.9267883300781,4.662275314331055,305.16624450683594
168,14.444351196289062,302.40678787231445,3.986358642578125,320.83749771118164
169,7.067441940307617,291.74327850341797,4.101991653442383,302.91271209716797
170,7.349967956542969,317.45243072509766,4.611968994140625,329.41436767578125
171,13.956785202026367,392.6811218261719,4.988193511962891,411.62610054016113
172,14.4500732421875,474.78628158569336,4.071235656738281,493.30759048461914
173,7.745265960693359,477.7483940124512,4.784345626831055,490.2780055999756
174,12.227058410644531,381.23512268066406,4.488229751586914,397.9504108428955
175,10.65969467163086,337.98789978027344,4.482746124267578,353.1303405761719
176,11.679649353027344,353.3649444580078,4.481077194213867,369.525671005249
177,11.562585830688477,366.6799068450928,4.501819610595703,382.74431228637695
178,11.193275451660156,444.9615478515625,4.540205001831055,460.6950283050537
179,9.848356246948242,400.67386627197266,4.668235778808594,415.1904582977295
180,12.320280075073242,373.8534450531006,3.859996795654297,390.0337219238281
181,9.792089462280273,433.7296485900879,3.9501190185546875,447.47185707092285
182,9.799003601074219,403.125524520874,3.9055347442626953,416.83006286621094
183,9.835958480834961,379.2843818664551,3.8580894470214844,392.9784297943115
184,10.097026824951172,375.23770332336426,4.267454147338867,389.6021842956543
185,9.809494018554688,357.4392795562744,4.860162734985352,372.10893630981445
186,9.828805923461914,355.9458255767822,4.843711853027344,370.6183433532715
187,9.720802307128906,364.1343116760254,3.8170814514160156,377.6721954345703
188,10.641813278198242,380.465030670166,3.9064884185791016,395.01333236694336
189,9.779930114746094,373.75712394714355,4.063129425048828,387.6001834869385
190,9.82522964477539,376.30438804626465,3.875255584716797,390.00487327575684
191,9.801387786865234,373.5969066619873,4.029750823974609,387.42804527282715
192,9.966135025024414,348.33431243896484,3.9069652557373047,362.20741271972656
193,9.94110107421875,347.33057022094727,3.879547119140625,361.15121841430664
194,9.769201278686523,323.183536529541,3.9174556732177734,336.8701934814453
195,6.901741027832031,316.8630599975586,3.8602352142333984,327.625036239624
196,8.371353149414062,336.6067409515381,3.9212703704833984,348.89936447143555
197,8.379459381103516,343.45364570617676,3.949880599975586,355.78298568725586
198,11.146068572998047,334.40279960632324,3.938436508178711,349.4873046875
199,9.911298751831055,350.1589298248291,3.9513111114501953,364.02153968811035
200,9.786367416381836,416.11719131469727,3.9131641387939453,429.81672286987305
201,8.1939697265625,324.1386413574219,3.8836002349853516,336.2162113189697
202,9.692668914794922,350.07190704345703,3.9527416229248047,363.71731758117676
203,9.75489616394043,355.24582862854004,4.86302375793457,369.86374855041504
204,12.418508529663086,370.25904655456543,3.9436817169189453,386.62123680114746
205,9.694337844848633,380.9337615966797,3.9687156677246094,394.59681510925293
206,15.825510025024414,389.1162872314453,5.319833755493164,410.2616310119629
207,7.148504257202148,396.6250419616699,3.963470458984375,407.73701667785645
208,9.728193283081055,359.06362533569336,3.8917064666748047,372.6835250854492
209,9.915590286254883,351.4246940612793,3.8862228393554688,365.22650718688965
210,10.534524917602539,346.91500663757324,4.007816314697266,361.45734786987305
211,9.752273559570312,341.96972846984863,3.968477249145508,355.69047927856445
212,9.867191314697266,356.66418075561523,3.9949417114257812,370.5263137817383
213,11.342763900756836,505.71656227111816,3.932952880859375,520.9922790527344
214,9.821176528930664,488.65771293640137,4.003763198852539,502.48265266418457
215,18.714189529418945,427.11615562438965,3.880023956298828,449.7103691101074
216,8.289575576782227,331.6996097564697,4.00233268737793,343.9915180206299
217,9.892702102661133,535.6540679931641,5.691051483154297,551.2378215789795
218,16.579627990722656,358.13021659851074,4.224300384521484,378.9341449737549
219,8.35418701171875,517.4450874328613,5.3615570068359375,531.160831451416
220,21.421432495117188,522.7434635162354,4.02379035949707,548.1886863708496
221,6.003618240356445,303.24482917785645,3.983020782470703,313.2314682006836
